id,input,output
train_643,"Ma quindi Catricala', Severino e Visentini nel governo Monti? Stiamo a fa il governo Bocconi - LUISS? #annamobene",RHETORICAL QUESTION
train_644,"Toh, il governo #Monti piace più della scorsa settimana. Che è successo? La Bilderberg ha truccato i sondaggi? http://t.co/oVihZWwP",RHETORICAL QUESTION
train_645,@user ignorare gli abilitati #tfaordinario per mettere in cattedra personale mai formato su cdc affini. E' questa la buona scuola?,RHETORICAL QUESTION
train_646,"Elezioni in Grecia, vince Tsipras. Chissà invece domenica prossima. [@user]",RHETORICAL QUESTION
train_647,@user puoi occuparti anche delle prove scritte TFA Lombardia bloccate da giorni ? I prof contano meno dei medici #labuonascuola ??,RHETORICAL QUESTION
train_648,@user grandi proclami con #labuonascuola ma il futuro dei giovani medici e della sanità italiana? chicchiere e distintivo renzi,RHETORICAL QUESTION
train_649,"Per insegnare probabilità a scuola meglio matematici, economisti, fisici o giocatori di poker? #labuonascuola http://t.co/cIiOfDGiZg",RHETORICAL QUESTION
train_650,Finisce il precariato o inizia l'Odissea? #labuonascuola di #renzi è #lacattivascuola #passodopopasso http://t.co/o0U2qywCyp,RHETORICAL QUESTION
train_651,"Renzi: ""Dipendesse da me, direi basta alle primarie"". Anche tu deluso dal segretario? [@user]",RHETORICAL QUESTION
train_652,@user #labuonascuola è quella di #Renzi. Come dire che fino ad ora è stata cattiva scuola?! Boh...,RHETORICAL QUESTION
train_653,@user #Quota96Scuola dov'è la buona scuola? Nei tagli indiscriminati? Nel blocco degli stipendi? Negli impegni non mantenuti?,RHETORICAL QUESTION
train_654,"La (ennesima) riforma della scuola ha il suo bel hashtag #labuonascuola; insomma, cos'altro possiamo volere di più?",RHETORICAL QUESTION
train_655,Ma se avrò un figlio o figlia e dovrà portare a scuola il gesso non può essere bocciata ... Vero ? #labuonascuola,RHETORICAL QUESTION
train_656,"Che dire de #labuonascuola ? Tutto bello, tutto bene ... A nessuno pare l' ennesima cambiale in bianco, con scadenze sempre più in la?",RHETORICAL QUESTION
train_657,@user1 @user2 @user3 @user4 sono queste le risposte della buona scuola? http://t.co/VtZ0qedlxb,RHETORICAL QUESTION
train_658,"@user1 @user2 @user3 Ma siamo sicuri che il ministro abbia letto ""La buona scuola""?Che non abbia fatto i compiti a casa?",RHETORICAL QUESTION
train_659,Totò Riina: “Berlusconi dava alla mafia 250 milioni ogni sei mesi“. E pensa se avessero divorziato! [valerio],RHETORICAL QUESTION
train_660,#labuonascuola di #Renzi prevederà anche che il maestro esca a comprare i francobolli al direttore? @user1 @user2 @user3,RHETORICAL QUESTION
train_661,Caro @user ma fare la disinfestazione e pulire le palestre prima dell'inizio dell'anno scolastico sembra brutto? #labuonascuola,RHETORICAL QUESTION
train_662,"@user1 @user2 incredibile, con un range di 60 anni, com'è possib. fare #labuonascuola, forse labuonanonna! Io #Quota96Scuola sono stanca",RHETORICAL QUESTION
train_663,Sappiamo tutti perché Postalmarket è fallita. Come fai a fare acquisti se le pagine sono incollate? [CONTINUA su http://t.co/oDPUtx2DvV],RHETORICAL QUESTION
train_664,Il M5S Pizzarotti: “Ora Grillo faccia autocritica“. Hai anche un ultimo desiderio? [@user],RHETORICAL QUESTION
train_665,Un domanda: Ma tutti i film sulle supplenti quindi non potranno più nemmeno più fare? #labuonascuola @user,RHETORICAL QUESTION
train_666,@user Dite : “ Tutti i docenti di cui la buona scuola ha bisogno “ ... e come capirete che la rende buona e chi no? Tessera di partito?,RHETORICAL QUESTION
train_667,Ma chi ha redatto il documento La buona scuola del governo era un telecronista sportivo? Si parla poco di cultura e molto di partita.,RHETORICAL QUESTION
train_668,@user1 @user2 @user3 @user4 in quale passo della buona scuola si parla di rimediare ai tagli da Gelmini in poi?,RHETORICAL QUESTION
train_669,"Che dite, serve un ripassino di #grammatica? #scuola #ripetizioni #ripetilo #labuonascuola http://t.co/9TN1qNnsxR",RHETORICAL QUESTION
train_670,"Ma la riforma ""buona scuola"" è scritta in modo da non essere letta?",RHETORICAL QUESTION
train_671,"@user1 @user2 .. "" la buona scuola "" ? Nel senso buona d'animo?",RHETORICAL QUESTION
train_672,Ottimo fanno un convegno musica a scuola e il sindaco @user di Roma licenzia 180 strumentisti. Vedete come si fa #labuonascuola?,RHETORICAL QUESTION
train_673,Il Papa a Mattarella: “Lavori per l'unità e la concordia“. Mi sa che è troppo tardi per tutte e due. [@user],RHETORICAL QUESTION
train_674,@user dove sta questa buona scuola? Dove,RHETORICAL QUESTION
train_675,come facciamo buona scuola con l'ingrosso dei precari <http://t.co/xmAu9Io8UV>,RHETORICAL QUESTION
train_676,@user: http://t.co/Ep0Mdu0bXk legge stabilità #tagli #scuola bravo #Renzi questa è #labuonascuola ?,RHETORICAL QUESTION
train_677,Le proposte per l'education di Confindustria assomigliano al documento del governo sulla buona scuola. E' questo il nuovo asse riformatore ?,RHETORICAL QUESTION
train_678,@user tolti commissari tolti ata tolta la 3 tolte le supplenze brevi .. buona scuola? W l Itaglia,RHETORICAL QUESTION
train_679,“ @user: Scuola: i bambini scoprono l’informatica SENZA PC ???? ah la buona scuola .... Poco concreta ..... http://t.co/XIBwHOpQ6j ”,RHETORICAL QUESTION
train_680,Il Vaticano chiede le dimissioni del monsignore gay. Ora vai a capire quale. [@user],RHETORICAL QUESTION
train_681,@user1 @user2 #labuonascuola ne fanno parte anche i 600 milioni di tagli ?,RHETORICAL QUESTION
train_682,"Se un Buonanno vi entra in casa, è giusto leggergli un libro? [@user]",RHETORICAL QUESTION
train_683,La #Gelmini ha distrutto la #scuola e parla ancora. Ma un chilo di cavoli tuoi no? #labuonascuola http://t.co/FMmNbzrhC0,RHETORICAL QUESTION
train_684,#RENZI UNA RIFORMA AL MESE? MA ANCHE NO! ▶http://t.co/2fVoJmF8Xz◀ #labuonascuola #tassadopotassa #tbcnograzie #M5S http://t.co/5O8g9X9tzU,RHETORICAL QUESTION
train_685,Si parla di #labuonascuola e poi si leggono le cifre del costo sul #TFAordinario.. Buono non dovrebbe essere anche equo?,RHETORICAL QUESTION
train_686,Sara' l'anno della buona scuola : quando qualche stzo dira' sara' l'anno del lavoro?,RHETORICAL QUESTION
train_687,@user A proposito per una buona scuola servirebbe avere anche una scuola o no? Non dovevi sistemarne una al giorno?,RHETORICAL QUESTION
train_688,Che senso possono avere annunci #labuonascuola da 1 premier che rivendica x datori diritto a licenziare e continua a fare tagli alla scuola?,RHETORICAL QUESTION
train_689,"Se l' innovazione della Giannini è l' inglese alle elementari , quanto avrà studiato la ministra per la riforma #labuonascuola ? poco o nulla.",RHETORICAL QUESTION
train_690,Salvini propone la leva obbligatoria per i giovani italiani. Sarà una buona idea armare così tanti disoccupati? [@user],RHETORICAL QUESTION
train_691,Ma tutti voi che twittate pubblicizzando #labuonascuola ci fate o ci siete? O vi paga Renzi per fargli propaganda?,RHETORICAL QUESTION
train_692,Il mio appello al Dr. Luccisano di venire a discutere de #labuonascuola nella mia scuola non é ancora stato accolto. Troppo impegnato ?,RHETORICAL QUESTION
train_693,"Incredibile, la Gelmini è entusiasta delle linee guida della riforma Renzi - Giannini. Chi lo avrebbe mai detto!? #labuonascuola",RHETORICAL QUESTION
train_694,#labuonascuola CV di TUTTI i professori online subito! vedrai poi quanti si salvano criteri di valutazione subito! vedrai che risate,RHETORICAL QUESTION
train_695,"""Caro @user, quanto merito ha, secondo Lei, un insegnante che lavora al Rione Traiano? #labuonascuola""",RHETORICAL QUESTION
train_696,Emma Marrone si esibirà a Casa Azzurri. Pensa se perdevano. [CONTINUA su http://t.co/8REeGqIhCK],RHETORICAL QUESTION
train_697,"#leggestabilità: 300 milioni alla #ricerca, 500 per assumere 150 mila docenti. Libro dei sogni? #labuonascuola (Leggi: http://t.co/72jDRRuj9u)",RHETORICAL QUESTION
train_698,@user1 @user2 ma non doveva essere #labuonascuola? Eliminati anche i 300E per nuova maturità fatta dai professori interni...,RHETORICAL QUESTION
train_699,#labuonascuola tutto qui?!?!? Tre minuti per rinviare tutto di un anno.,RHETORICAL QUESTION
train_700,L'apprezzamento della riforma della scuola di @user da parte di Aprea e Gelmini ci deve far sospettare qualcosa? #labuonascuola,RHETORICAL QUESTION
train_701,#labuonascuola visto ke comunicazione il nostro PdC? parlando del precariato ha spostato l'asse della questione scuola .. di cui nn si parla,RHETORICAL QUESTION
train_702,Scilipoti legge i passi della Bibbia contro gli omosessuali. Chissà Dio cosa gli ha offerto in cambio. [@user],RHETORICAL QUESTION
train_703,"@user Scandalosa gestione del futuro di migliaia di giovani medici! Errori , ritardi e menefreghismo. La buona scuola?!",RHETORICAL QUESTION
train_704,@user1 @user2 non so se lo ha saputo ma il #10o gli studenti hanno manifestato con forza la loro opposizione a #labuonascuola,RHETORICAL QUESTION
train_705,"#renzi blocca gli stipendi per 10 anni, noi dobbiamo fare #labuonascuola non so se sanno che anche gli insegnanti hanno una famiglia.",RHETORICAL QUESTION
train_706,Sto leggendo da un'ora e sono a 33/136 pagine di #labuonascuola. Potrò contare sul fattore #buonavolontà al momento della valutazione?,RHETORICAL QUESTION
train_707,#labuonascuola è quella che fa errori nei Concorsi Nazionali? volete farci emigrare tutti #ssm2014 @user1 @user2 #gianninidimettiti,RHETORICAL QUESTION
train_708,#labuonascuola @user GdF: assumere solo i meritevoli. Come fare? Ci sono Docenti Idonei selezionati da Concorso pubblico! Non basta?,RHETORICAL QUESTION
train_709,"Non è scandaloso che una ragazzina rom abbia un QI di 162, quando milioni di italiani devono vivere con un QI inferiore a 100? [@user]",RHETORICAL QUESTION
train_710,"#MIDAperRUOLO gli abilitati di 2 fascia hanno tutto ciò che serve per una buona scuola: titoli, esperienza e capacità e voi che siete al governo?",RHETORICAL QUESTION
train_711,@user1 @user2 La buona scuola prevede anche bagni funzionanti e puliti?,RHETORICAL QUESTION
train_712,Un altro quesito per gli spacciatori de #labuonascuola: come pensate che la scuola sia in grado di sopportare un altro miliardo di tagli?,RHETORICAL QUESTION
train_713,Come si fa a riformare la scuola se si fanno errori ortografici nella slide del sito di #Renzi? http://t.co/04Eb9dbfSz #labuonascuola,RHETORICAL QUESTION
train_714,"Ladies and gentlemen,: ISIS, #JobsAct, #labuonascuola e tre deputati Pd di cosa si occupano? Di Fedez. Ma cosa abbiamo fatto di male?",RHETORICAL QUESTION
train_715,[coordinamenta] La buona scuola????? buona perché si mangia? http://t.co/ptAOHnbI7E,RHETORICAL QUESTION
train_716,"#Salvini a #Renzi ""basta prof precari meridionali al Nord "" ... Lavora con #Razzi per mandarli tutti in Corea? #labuonascuola è una cosa seria",RHETORICAL QUESTION
train_717,"@user Perché non create un trio comico? La scuola italiana, però, piange! E piangerà. #labuonascuola #riformascuola",RHETORICAL QUESTION
train_718,Il #futuro si crea grazie alla #scuola. Ma se la scuola va male? Dove lo trovo il mio futuro? #labuonascuola,RHETORICAL QUESTION
train_719,@user mette al 1'posto della riforma scuola assunzione di 150mila persone. Al 1'posto della riforma lavoro metterà la formazione?,RHETORICAL QUESTION
train_720,@user sarai pure #ilpiùtwittato ma vuoi abolire sto #jobsact e #labuonascuola o bisogna fare un #socialstrike il #14nov?,RHETORICAL QUESTION
train_721,@user lei parla di buona scuola ma è più preparato chi è in gae e non ha mai inseg. o chi è in 3 fascia d' istituto è ha inseg x anni?,RHETORICAL QUESTION
train_722,Passo dopo passo ... http://t.co/AzVVyrFuOs E se non cammini ? #labuonascuola #statosociale #giuntaCrocetta,RHETORICAL QUESTION
train_723,@user dare la scelta dei docenti ai presidi? Dopo le lobby universitarie arrivano quelle scolastiche? Fantastico! #labuonascuola,RHETORICAL QUESTION
train_724,"Renzi: “I sindacati devono parlare con gli imprenditori, non con il governo“. Nel caso vi chiedeste chi comanda. [@user]",RHETORICAL QUESTION
train_725,@user Il prof. Fotticchia potrebbe fare una gag sulla situazione assurda che #labuonascuola creerà?,RHETORICAL QUESTION
train_726,@user e un' altra che apre senza aver l'insegnante di inglese ???? I CLIL de no' artri .... #maddeche #labuonascuola (a Milano),RHETORICAL QUESTION
train_727,Però mi viene un dubbio: nel 2015 il governo #Renzi sarà ancora in piedi? #labuonascuola,RHETORICAL QUESTION
train_728,"@user sei anche tu tra i moderatori di ""La buona scuola""? Di' un po' ce l'hai con la mobilità professionale? Si prevedono scioperi!",RHETORICAL QUESTION
train_729,@user #labuonascuola deve riconoscere il merito di chi ha superato il concorso ... solo in Italia chi vince perde? #dalleparoleaifatti,RHETORICAL QUESTION
train_730,Capito che il ns premier andava male in inglese non capisce la matematica e parla un italiano dialettale come farà riforma scuola? #lagabbia,RHETORICAL QUESTION
train_731,Piove anche oggi. Com'era la proposta di posticipare l'inizio della #scuola per consentire alla gente di andare al mare? #labuonascuola,RHETORICAL QUESTION
train_732,Abolire senato: riempito per legge con delinquenti. #416ter: fatto regalo a mafie e politici. Ora #labuonascuola: professori riina e soci?,RHETORICAL QUESTION
train_733,"x il ministro Giannini questo è l'anno della buona scuola , che è cambiato ? ci ha messo lo zucchero ? nn si possono più sentire tante str ...",RHETORICAL QUESTION
train_734,@user Alla media Urbani di Roma 3 professori di matematica in meno di due mesi. È anche questa #labuonascuola ?,RHETORICAL QUESTION
train_735,zero notizie decreto #tfaordinario II ciclo zero notizie prove scritte. Alla faccia de #labuonascuola . #matteorenzi cosa stai aspettando?,RHETORICAL QUESTION
train_736,"Lo vogliamo dire che Renzi ha copiato di sana pianta la testata del sito CISL scuola ""La buona scuola per rilanciare il paese""? Da un anno..",RHETORICAL QUESTION
train_737,"Quindi, se ho capito bene, la riforma della #scuola dobbiamo farla noi e poi suggerirla a #Renzi? Furbo Matteo. #labuonascuola",RHETORICAL QUESTION
train_738,@la copertina de #labuonascuola ricorda quella di un libro di cucina. pensate di avere a che fare con dei polli? #vincitorisenzacattedra,RHETORICAL QUESTION
train_739,Leggo sul Tempo giornale moderato che sono pronti 100000 ricorsi di precari contro #labuonascuola. Ma come non erano tutti contenti?,RHETORICAL QUESTION
train_740,Vladimir Luxuria incontra Berlusconi. Chissà di che cazzo hanno parlato. [@user],RHETORICAL QUESTION
train_741,Sai dove te la puoi ficcare la buona scuola? Vienici a trovare a scuola. Vivi anni da precario d 3 fascia che vuoi cancellare.,RHETORICAL QUESTION
train_742,"Scusate, sapete chi ha ucciso Regeni oggi?",RHETORICAL QUESTION
train_743,@user ma è Vanity Fair che travisa o in ogni giornale la buona scuola si trasforma come un Barpapapa'?,RHETORICAL QUESTION
train_744,"@user1 @user2 lavorare anche a 63-64-65-66 anni, #labuonascuola con le badanti per i #Quota96Scuola?????",RHETORICAL QUESTION
train_745,@user caro Presidente le dispiace illuminarci sull'uscita delle graduatorie docenti al csa di firenze# la buona scuola dove è?#,RHETORICAL QUESTION
train_746,Giovanardi applaude la sentenza Cucchi. Cosa vi aspettavate da una frase che inizia con “Giovanardi”? [CONTINUA su http://t.co/oDPUtx2DvV],RHETORICAL QUESTION
train_747,"Ecco la ""buona scuola"" italiana del futuro .... ? Speriamo di no! http://t.co/f1MWzMAFPq",RHETORICAL QUESTION
train_748,"@user1 @user2 bene anche tenere vecchi e demotivati come #Quota96Scuola, e' questa #labuonascuola? http://t.co/7oBa4Tt4kt",RHETORICAL QUESTION
train_749,"@user i ruoli non assegnati vengono convertiti in altre cdc, nonostante abilitati #TFAordinario, è questa la buona scuola?",RHETORICAL QUESTION
train_750,La figlia del marò Latorre è lesbica. Visto cosa succede quando manca la figura paterna? [@user],RHETORICAL QUESTION
train_751,Non capisco quelli che credono che Renzi a 7.000 km dall'Italia sia un male. [@user],RHETORICAL QUESTION
train_752,"@user1 @user2 #labuonascuola. Disegnamo la scuola 1000 asili in 1000 giorni, ma fa il P.d.C. o il progettista / D.L. / muratore? :)) :))",RHETORICAL QUESTION
train_753,sulla riforma di @user il dubbio sorge spontaneo: sarà #labuonascuola o #labuonasola? http://t.co/wBY8vRJ4ZC,RHETORICAL QUESTION
train_754,In quanto al merito: cosa ce ne facciamo delle specializzazioni e abilitazioni già acquisite fino ad oggi? CARTA STRACCIA? #labuonascuola,RHETORICAL QUESTION
train_755,@user questa è #labuonascuola mi chiedo quale possa essere quella brutta #millegiorni per impoverire l'Italia. http://t.co/p77BUUmVRI,RHETORICAL QUESTION
train_756,@user1 @user2 la buona scuola di #renzi. Mica è passato di li e ha detto a tutti: state sereni???,RHETORICAL QUESTION
train_757,"Oh @user, iniziamo proprio bene con #labuonascuola eh? http://t.co/BGUGn6OXHl",RHETORICAL QUESTION
train_758,@user tutti tutti tutti? #MIDAperRUOLO #PAS sicuro di non dimenticare qualche migliaia di abilitati con esperienza #labuonascuola?,RHETORICAL QUESTION
train_759,Topi nelle scuole di Roma http://t.co/UeFqAWruCz sono buoni pure quelli? #labuonascuola #ibuonitopi,RHETORICAL QUESTION
train_760,Mario Monti Presidente del Consiglio: Il posto fisso è monotono. Mario Monti Senatore a vita: Non sono d'accordo. #postofisso,EX:OXYMORON PARADOX
train_761,Mario Monti è un uomo di Stato: ma di quale Stato?,EX:OXYMORON PARADOX
train_762,"@user L'invenzione di Berlusconi: Ci saranno 2 PDL uno classico, uno zero corrotti. Si uniranno dopo le elezioni! http://t.co/vTE7YOWP",EX:OXYMORON PARADOX
train_763,Ballo Musica Arte Sport e Arredo: Manovra finanziaria Governo Monti http://t.co/tGwZFzbB,EX:OXYMORON PARADOX
train_764,muore qualcuno e improvvisamente tutti si ricordano della sua esistenza. #morosini,EX:OXYMORON PARADOX
train_765,#rimontiamo Bisognerebbe essere veri banditi per sabotare un governo Monti. I requisiti ci sono (Ellekappa),EX:OXYMORON PARADOX
train_766,"Bossi: « Il governo Monti fa schifo, sono improvvisati ». Il trota invece, e Calderoli, mirabili statisti.",EX:OXYMORON PARADOX
train_767,"Se il governo Monti non piace alla Lega, a Di Pietro e a Sallusti allora significa che è il governo che serve al Paese. Good",EX:OXYMORON PARADOX
train_768,Governo Monti: l'impossibile lo stiamo facendo per i miracoli ci stiamo attrezzando,EX:OXYMORON PARADOX
train_769,@user: Raffaele Lombardo appoggia il governo Monti e chiede ai giornalisti: domande? 1: licenzierete un po' di gente in regione?,EX:OXYMORON PARADOX
train_770,"#2011in3words precariato, ansia. (la terza è stata tagliata dal governo Monti)",EX:OXYMORON PARADOX
train_771,Bersani al gruppo sintetizza la linea rispetto al governo monti: o si va a messa o si sta a casa. Noi andiamo a messa per il bene dell'italia,EX:OXYMORON PARADOX
train_772,"(Siete divertenti) Fino a ieri #Grillo e il #M5S non l'avete c..o, ora fa paura, e tutti addosso.",EX:OXYMORON PARADOX
train_773,@user: Il governo #Monti ci fara' piangere. Prima ridevamo solo ... decidiamoci,EX:OXYMORON PARADOX
train_774,@user Si è già assistito a Porta a Porta alla simulazione di un governo Monti con ministri La Russa e Bindi. Aberrazione audiovisiva.,EX:OXYMORON PARADOX
train_775,Mario Monti .... la mia è una disponibilità generosa per guidare il governo ..... quanto ci costa questa generosità? 20mila o 30mila al mese?,EX:OXYMORON PARADOX
train_776,"@user: Mario Monti e Sara Tommasi sono usciti entrambi dalla Bocconi. Lui a testa alta, lei a 90!",EX:OXYMORON PARADOX
train_777,il governo #Monti è riuscito a scontentare chi è contro le #liberalizzazioni e chi è a favore. Praticamente un miracolo. #retromarcia ...,EX:OXYMORON PARADOX
train_778,"Se al posto del #Milan ci fosse stata la #Juve, la priorità del governo #Monti sarebbe diventata un' interpellanza parlamentare anti - Juve",EX:OXYMORON PARADOX
train_779,"Ferrero: BERLUSCONI CI HA PORTATO SULL'ORLO DEL BARATRO, COL GOVERNO MONTI PER FARE UN PASSO IN AVANTI!. Ormai ... http://t.co/pulwWJvy",EX:OXYMORON PARADOX
train_780,Ballo Musica Arte Sport e Arredo: Manovra finanziaria Governo Monti http://t.co/tGwZFzbB,EX:OXYMORON PARADOX
train_781,"*: "" Il governo Monti? E' nelle mani di Berlusconi "", dicono al Pd http://t.co/i41Ytkl9",EX:OXYMORON PARADOX
train_782,In 20 giorni la fiducia nel governo #Monti sale di 5 punti percentuali. Decine di telegrammi di cordoglio giunti a #Berlusconi,EX:OXYMORON PARADOX
train_783,"RT @user: sono riuscita a cambiare il profilo, mo nevica.",EX:OXYMORON PARADOX
train_784,"Dopo due ore che stavo studiando italiano, mi sono accorta che avevo preso il libro sbagliato. #benecosi",EX:OXYMORON PARADOX
train_785,"Incoerenza del PDL: Passera (competente) nel governo Monti e si grida allo scandalo, passera (incompetente) nel governo B. e tutto va bene.",EX:OXYMORON PARADOX
train_786,E finalmente grazie al Governo Monti pagherà cha ha sempre pagato!,EX:OXYMORON PARADOX
train_787,"#liberalizzazioni il PROFESSOR Monti si recò dal PRESIDENTE Monti, per ricordargli i suoi insegnamenti dimenticati .. http://t.co/oeK1XMIb",EX:OXYMORON PARADOX
train_788,Goldman Sachs innesca la crisi e poi piazza Mario Monti a risolverla http://t.co/7qSXhnN3 via @user,EX:OXYMORON PARADOX
train_789,NOI TIREREMO DIRITTO .. chi lo ha detto? Mussolini? No. Il governo Monti.,EX:OXYMORON PARADOX
train_790,"' dicono che è vero che quando si muore, poi non ci si vede più'",EX:OXYMORON PARADOX
train_791,"Ritrovata la salma di Mike Bongiorno. Giusto in tempo, nel Governo Monti c'è ancora un Ministero libero",EX:OXYMORON PARADOX
train_792,"Alfano: "" Dopo le amministrative arriverà la più grande novità della politica italiana "". Ah, ve ne andate e sparite per sempre?",EX:OXYMORON PARADOX
train_793,P.S. per Mario Monti: bisognerebbe ridurre un po' i giorni di ferie ... migliorerebbe la qualità della vita di quelli che sono in ufficio ...,EX:OXYMORON PARADOX
train_794,RT @user: Quando morirò lasciate il mio profilo alla scienza.,EX:OXYMORON PARADOX
train_795,Dice Veltroni che Mario Monti è merito suo. In effetti se non avesse perso le elezioni del 2008 forse oggi avremmo un governo di sinistra,EX:OXYMORON PARADOX
train_796,Oggi pranzo da nonna. Tornerò rotolando,EX:OXYMORON PARADOX
train_797,#serviziopubblico Grazie a #Renzi e #Grillo sono arrivato al record di ascolto di trasm. politiche negli ultimi tempi ... ben 7 ' di dialoghi!,EX:OXYMORON PARADOX
train_798,Mario Monti ha usato come metafora firewall e i giornalisti italiani annaspano.,EX:OXYMORON PARADOX
train_799,"E vai adesso con Mario Monti/Superman, crisi finita, stipendi in aumento, e riforme. Grazie Stato! Se non ci fossi bisognerebbe inventarti!",EX:OXYMORON PARADOX
train_800,Trovato l'ispiratore delle ricette del governo Monti: Bisogna prendere il denaro dove si trova. Presso i poveri .... http://t.co/sh54bMiN,EX:OXYMORON PARADOX
train_801,"Mh, dovrei scrivere qualcosa nella bio ma non so cosa lol",EX:OXYMORON PARADOX
train_802,"Standardenpù ha declassato la Francia, dopo l'Italia ora mandano in crisi la Francia. Mario Monti pronto a guidare anche quel governo.",EX:OXYMORON PARADOX
train_803,... il fatto che Di Pietro non sia d'accordo su Mario Monti Premier conferma senza ombra di dubbio che sia la scelta giusta! Cit. Gabri,EX:OXYMORON PARADOX
train_804,"Mi fanno morì sti anonimi AHAHAHAH — Non usare ' morire ' in vano, non qua dentro, c'è già gente che lo fa troppo. http://t.co/Fk7pGaTrRY",EX:OXYMORON PARADOX
train_805,Il #Governo #Monti autorizza 5000 nuove farmacie ... Sa che gli italiani avranno bisogno di comprare antidepressivi nei prossimi mesi ... ;o),EX:OXYMORON PARADOX
train_806,Il Governo Monti parte .... c'è larga BANCA INTESA. http://t.co/x0u6nt7b,EX:OXYMORON PARADOX
train_807,Non mi fido di Mario Monti. Mai fidarsi di chi non è stato coinvolto in uno scandalo sessuale.,EX:OXYMORON PARADOX
train_808,"Fantagoverno. Fabio Volo, Giovanni Sartori, Roberto Saviano: ecco il governo dei Migliori Mario Monti ... http://t.co/lGU6FMg1",EX:OXYMORON PARADOX
train_809,Il governo Monti? Sobro ma affamato E' già rissa per le poltrone di seconda fila http://t.co/mezFGQNn #ilG,EX:OXYMORON PARADOX
train_810,"Magari me sbaglio, ma se la Cgil dice che questa manovra ' uccide i pensionati ', il mio parere è che Mario Monti lo stia facendo benissimo <3",EX:OXYMORON PARADOX
train_811,"Hahahaha oddio una ha postato una sua foto in bagno, solo che è un bagno pubblico e ci sono appesi i cartelli per l'igiene pubblica hahahaha",EX:OXYMORON PARADOX
train_812,"Indiscrezioni governo Monti: Passera per lo sviluppo. Berlusconi soddisfatto, è convinto che sia una velina.",EX:OXYMORON PARADOX
train_813,RT @user: Uscire dalla stanza in pigiama e trovarsi davanti sconosciuti che ti fissano. Cos' è? Non avete mai visto un pigiama co…,EX:OXYMORON PARADOX
train_814,"Gelmini, brunetta, sacconi, rotondi, gli ex an uscirebbero dal pdl in caso governo monti, il solito culo di b che se ne libererebbe finalmente!",EX:OXYMORON PARADOX
train_815,Qualcuno mi dica che droga usa Mario Monti perché afferma che la manovra crescitalia è piaciuta! Custu deppid' essi calloni!,EX:OXYMORON PARADOX
train_816,Nuovo governo monti: dal bunga bunga al banca banca ...,EX:OXYMORON PARADOX
train_817,S&P ha declassato Mario Monti da Premier a Badante #declassaggi,EX:OXYMORON PARADOX
train_818,Molti amici del Pd hanno piu' fiducia nel governo Monti di quanta ne avrebbero in un governo Bersani #centrosinistra,EX:OXYMORON PARADOX
train_819,al prossimo Cdm il governo #Monti proporrà l'abolizione del valore legale del titolo di studio .. continuiamo a dire che è un gran bel governo,EX:OXYMORON PARADOX
train_820,È morta la moglie di Andreotti. Ma stavolta il suo alibi regge. [guli1979],EX:OXYMORON PARADOX
train_821,Educatrice fa sesso con un sedicenne per incentivarlo a studiare. Si laurea domani. [@user],EX:OXYMORON PARADOX
train_822,Prima di dimettersi Marino stanzia dieci milioni per il Giubileo. L'assegno è intestato ad Ali Agca. [@user],EX:OXYMORON PARADOX
train_823,Sarebbe #labuonascuola se non si confondesse la meritocrazia con la “zerbinocrazia”: quella per cui anche un diritto diventi concessione.,EX:OXYMORON PARADOX
train_824,Il cardinal Bertone sarebbe indagato. Ma il suo appartamento non prevede l’estradizione. [CONTINUA su http://t.co/oDPUtxkMK3],EX:OXYMORON PARADOX
train_825,"#labuonascuola è anche una che chiude 3 giorni dopo essere iniziata, ""per disinfestazione""? #maddeche (succede a Roma, second. superiore)",EX:OXYMORON PARADOX
train_826,"Noi abbiamo #labuonascuola di @user, in Svizzera: 14 misure per il benessere dei docenti contro il burnout. http://t.co/qXYIu5hjfi",EX:OXYMORON PARADOX
train_827,La Germania rifila 7 gol al Brasile. A Chernobyl la chiamano “manita”. [CONTINUA su http://t.co/8REeGqIhCK],EX:OXYMORON PARADOX
train_828,"Tagli al personale ata e blocco scatti di anzianità , eliminazione terza fascia : la buona scuola ... dei tagli !! #MIDAperRUOLO",EX:OXYMORON PARADOX
train_829,Per rispetto verso la morte di David Bowie oggi le altre cose hanno smesso di succedere. [@user],EX:OXYMORON PARADOX
train_830,#labuonascuola con le stampanti 3d finalmente carta igienica per tutti.,EX:OXYMORON PARADOX
train_831,"#labuonascuola tutto x i docenti ....... e x il personale ATA ? Bene , caso mai , in segreteria e nei laboratori mandateci i docenti !",EX:OXYMORON PARADOX
train_832,La criminalità organizzata arriva in Umbria. Se si mette in fila davanti al Campidoglio. [@user],EX:OXYMORON PARADOX
train_833,I burocrati del miur sono riusciti a fare le commissioni degli esami di stato con componenti interni ovviamente non pagati W #labuonascuola,EX:OXYMORON PARADOX
train_834,Renzi e la buona scuola: ormai è analfabetismo di ritorno http://t.co/EGpgppQ6Jq,EX:OXYMORON PARADOX
train_835,primo principio per una buona scuola: non si assumono 150.000 precari ma si precarizzano tutti gli altri: luglio agosto no lavoro no money,EX:OXYMORON PARADOX
train_836,#JOBSAct #labuonascuola questo governo per il lavoro e la scuola preferisce parlare ai padroni che ai lavoratori. Bello vincere facile,EX:OXYMORON PARADOX
